time,IR,correctedPPM,correctedRZero,ppm,resistance,rzero,humidity,temperature,neck_pos,base_pos,result,img_url
2023-12-29-21-17-34,0,28211.95,16.77,38356.32,9.49,15.01,72,29,0,0,1,http://192.168.1.5:5555/image/2023_12_29_21_17_34.jpg
2023-12-29-21-17-47,0,27907.92,16.77,37942.96,9.49,15.01,72,29,0,0,1,http://192.168.1.5:5555/image/2023_12_29_21_17_47.jpg
2023-12-29-21-17-50,0,28211.95,16.71,38356.32,9.45,14.95,72,29,0,0,1,http://192.168.1.5:5555/image/2023_12_29_21_17_50.jpg
2023-12-29-21-17-54,0,26436.61,17.04,36333.98,9.64,15.25,72,29,0,0,1,http://192.168.1.5:5555/image/2023_12_29_21_17_54.jpg
2023-12-29-21-27-59,1,26151.85,17.17,35555.45,9.71,15.37,72,29,0,0,1,http://192.168.1.5:5555/image/2023_12_29_21_27_59.jpg
2023-12-30-08-03-06,0,794936.38,5.0,1057911.0,2.87,4.51,64,30,0,0
2023-12-30-08-03-07,0,794936.38,5.0,1057911.0,2.87,4.51,64,30,0,60
2023-12-30-08-03-08,0,794936.38,5.0,1057911.0,2.87,4.51,64,30,0,120
2023-12-30-08-03-09,0,794936.38,5.0,1057911.0,2.87,4.51,64,30,0,180
2023-12-30-08-03-12,0,667362.06,5.3,879493.81,3.05,4.82,65,30,0,0
2023-12-30-08-03-14,0,667362.06,5.3,879493.81,3.05,4.82,65,30,0,60
2023-12-30-08-03-15,0,667362.06,5.3,879493.81,3.05,4.82,65,30,0,120
2023-12-30-08-03-16,0,667362.06,5.3,879493.81,3.05,4.82,65,30,0,180
2023-12-30-08-03-19,0,641655.81,5.41,853374.13,3.1,4.88,64,30,0,0
2023-12-30-08-03-21,0,641655.81,5.41,853374.13,3.1,4.88,64,30,0,60
2023-12-30-08-03-22,0,641655.81,5.41,853374.13,3.1,4.88,64,30,0,120
2023-12-30-08-03-23,0,641655.81,5.41,853374.13,3.1,4.88,64,30,0,180
2023-12-30-08-03-29,0,713396.5,5.2,934652.0,2.98,4.72,64,30,0,0
2023-12-30-08-03-30,0,713396.5,5.2,934652.0,2.98,4.72,64,30,0,60
2023-12-30-08-03-32,0,713396.5,5.2,934652.0,2.98,4.72,64,30,0,120
2023-12-30-08-03-33,0,713396.5,5.2,934652.0,2.98,4.72,64,30,0,180
2023-12-30-08-05-44,0,546345.13,5.73,714671.25,3.27,5.17,62,31,0,0
2023-12-30-08-05-46,0,546345.13,5.73,714671.25,3.27,5.17,62,31,0,60
2023-12-30-08-05-47,0,546345.13,5.73,714671.25,3.27,5.17,62,31,0,120
2023-12-30-08-05-48,0,546345.13,5.73,714671.25,3.27,5.17,62,31,0,180
2023-12-30-08-06-32,0,499746.0,5.92,646104.75,3.41,5.39,60,31,0,0
